substrate,receiver,easting_m,northing_m,crs,source_file,source_sha256
official32_minus71,70,602522.4,5673395.8,EPSG:32631,maps/official32_minus71.json,445ec184e1ba7f46208896e88ed6ca79fcb59d7cc4a45a93ae420c5c8baeb854
official33_published,1,601353.8,5671754.9,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,2,599692.9,5672508.3,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,3,600790.2,5670486.4,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,4,599058.3,5678634.4,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,5,596677.3,5677998.7,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,6,596877.3,5680052.1,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,7,601956.0,5675160.4,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,9,599419.4,5675384.8,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,10,599200.3,5672483.5,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,11,601196.1,5677715.3,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,12,599642.7,5675011.9,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,14,598695.3,5675156.5,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,15,593182.1,5673676.1,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,16,596565.6,5682254.4,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,17,600665.7,5673496.1,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,18,597489.6,5673202.6,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,19,595733.0,5674981.1,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,20,598310.5,5675590.5,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,22,598152.1,5680136.1,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,23,593165.0,5672339.9,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,25,596470.2,5672389.9,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,27,597692.9,5673639.8,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,31,603267.4,5675692.6,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,32,597840.9,5675025.6,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,33,592165.5,5681084.1,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,34,592422.1,5678266.8,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,37,604063.4,5677746.0,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,44,591670.5,5686481.3,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,48,604714.7,5673050.4,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,50,593121.3,5674389.6,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,69,598286.3,5672726.9,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,70,602522.4,5673395.8,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_published,71,579736.5,5633188.3,EPSG:32631,maps/official33_published.json,99b60a463a18a061bc8bdd15971c3f4e3d54d69965dcde50d9f988a6f3e103c1
official33_repaired71,1,601353.8,5671754.9,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,2,599692.9,5672508.3,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,3,600790.2,5670486.4,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,4,599058.3,5678634.4,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,5,596677.3,5677998.7,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,6,596877.3,5680052.1,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,7,601956.0,5675160.4,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,9,599419.4,5675384.8,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,10,599200.3,5672483.5,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,11,601196.1,5677715.3,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,12,599642.7,5675011.9,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,14,598695.3,5675156.5,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,15,593182.1,5673676.1,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,16,596565.6,5682254.4,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,17,600665.7,5673496.1,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,18,597489.6,5673202.6,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,19,595733.0,5674981.1,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,20,598310.5,5675590.5,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,22,598152.1,5680136.1,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,23,593165.0,5672339.9,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,25,596470.2,5672389.9,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,27,597692.9,5673639.8,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,31,603267.4,5675692.6,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,32,597840.9,5675025.6,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,33,592165.5,5681084.1,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,34,592422.1,5678266.8,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,37,604063.4,5677746.0,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,44,591670.5,5686481.3,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,48,604714.7,5673050.4,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,50,593121.3,5674389.6,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,69,598286.3,5672726.9,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,70,602522.4,5673395.8,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
official33_repaired71,71,598674.9,5675887.3,EPSG:32631,maps/official33_repaired71.json,cae3b93e19ff1df8a9a1182ab4e422707af6647ab3ab4c3c4e67d7bd378199b9
recovered27_common,1,602529.3,5673347.5,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,2,600790.2,5670486.4,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,4,598152.1,5680136.1,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,5,596877.3,5680052.1,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,6,593862.4,5687108.0,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,7,604063.4,5677746.0,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,9,599419.4,5675384.8,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,10,599692.9,5672508.3,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,11,622717.6,5697701.1,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,12,599642.7,5675011.9,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,14,598695.3,5675156.5,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,15,593182.1,5673676.1,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,17,600665.7,5673496.1,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,18,596470.2,5672389.9,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,19,595733.0,5674981.1,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,20,598310.5,5675590.5,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,23,593165.0,5672339.9,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,25,582236.8,5653180.1,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,27,597692.9,5673639.8,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,32,597840.9,5675025.6,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,33,601196.1,5677715.3,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,34,592008.9,5688412.6,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,37,611553.5,5695585.6,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,50,593121.3,5674389.6,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,69,598286.3,5672726.9,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,70,637578.8,5670688.1,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
recovered27_common,71,598674.9,5675887.3,EPSG:32631,maps/recovered27_common.json,00d9ad189b5d01d475ba261edaa0556e02eadad8aee06104f3feb3f8ad998170
official27_common,1,601353.8,5671754.9,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,2,599692.9,5672508.3,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,4,599058.3,5678634.4,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,5,596677.3,5677998.7,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,6,596877.3,5680052.1,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,7,601956.0,5675160.4,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,9,599419.4,5675384.8,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,10,599200.3,5672483.5,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,11,601196.1,5677715.3,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,12,599642.7,5675011.9,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,14,598695.3,5675156.5,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
