map,window,working_message_index,selected_ids,new_at_k7
official26_common_minus71.json,10,46673,"2,10,69",1
official26_common_minus71.json,10,8471,"5,6,14,34",0
official26_common_minus71.json,10,12563,"4,9,14,20,32",0
official26_common_minus71.json,10,17567,"4,5,7,12,14,20,23,27,32",0
official26_common_minus71.json,10,29715,"2,10,69",1
official26_common_minus71.json,10,38744,"5,9,14,20,27,32",0
official26_common_minus71.json,10,1088,"18,27,32,69",0
official26_common_minus71.json,10,19938,"5,6,9,14,20",0
official26_common_minus71.json,10,1403,"5,14,19,20",0
official26_common_minus71.json,10,5308,"18,27,69",0
official26_common_minus71.json,10,36152,"7,11,17",0
official26_common_minus71.json,10,54784,"5,6,9,20",0
official26_common_minus71.json,10,41149,"9,14,20",0
official26_common_minus71.json,10,28199,"18,27,32",0
official26_common_minus71.json,10,49431,"5,18,27,32",0
official26_common_minus71.json,10,17883,"14,27,32,69",0
official26_common_minus71.json,10,52643,"2,14,18,27",0
official26_common_minus71.json,10,14169,"4,5,6,9,11,14,20,32,37",0
official26_common_minus71.json,10,55068,"2,9,12,14,18,27,32,69",0
official26_common_minus71.json,10,1770,"1,2,10,69",0
official26_common_minus71.json,10,20868,"18,25,27",0
official26_common_minus71.json,10,1330,"1,2,10,27",0
official26_common_minus71.json,10,46067,"19,25,27",0
official26_common_minus71.json,10,45471,"2,10,69",1
official26_common_minus71.json,10,51067,"18,27,32",0
official26_common_minus71.json,10,4814,"7,17,70",0
official26_common_minus71.json,10,11587,"4,5,9,11,14,19,20,32",0
official26_common_minus71.json,10,42403,"5,6,14",0
official26_common_minus71.json,10,39229,"5,6,14",0
official26_common_minus71.json,10,45489,"4,5,6,9,14",0
official26_common_minus71.json,10,45525,"2,10,69",1
official26_common_minus71.json,10,37201,"14,27,69",0
official26_common_minus71.json,10,28200,"19,23,32",0
official26_common_minus71.json,10,30828,"9,14,32",0
official26_common_minus71.json,10,13225,"4,9,14",0
official26_common_minus71.json,10,48972,"9,12,14,27",0
official26_common_minus71.json,10,16644,"2,10,69",1
official26_common_minus71.json,10,30465,"2,10,69",1
official26_common_minus71.json,10,26916,"14,18,19,27,32,69",0
official26_common_minus71.json,10,6506,"1,14,32",0
official26_common_minus71.json,10,20132,"9,12,14",0
official26_common_minus71.json,10,9412,"2,10,69",1
official26_common_minus71.json,10,2367,"4,5,6,11,14,20",0
official26_common_minus71.json,10,21639,"2,10,69",1
official26_common_minus71.json,10,54105,"5,14,15,19,20,23,25,27,32",0
official26_common_minus71.json,10,36824,"2,4,7,9,12,14,18,27",0
official26_common_minus71.json,10,13820,"1,2,18,27,32,69",0
official26_common_minus71.json,10,38951,"4,5,14,20,25",0
official26_common_minus71.json,10,29547,"2,10,69",1
official26_common_minus71.json,10,53984,"2,10,69",1
official26_common_minus71.json,10,17139,"1,2,69",0
official26_common_minus71.json,10,2252,"18,27,69",0
official26_common_minus71.json,10,39671,"1,2,27,69",0
official26_common_minus71.json,10,35170,"1,14,27,32",0
official26_common_minus71.json,10,23781,"18,27,69",0
official26_common_minus71.json,10,16781,"2,9,12,17,18,27,32,37",0
official26_common_minus71.json,10,3079,"2,10,69",1
official26_common_minus71.json,10,35633,"5,14,20",0
official26_common_minus71.json,10,39066,"1,2,10,11",0
official26_common_minus71.json,10,53317,"5,9,11,14,20,27,32,37",0
official26_common_minus71.json,10,42181,"4,9,12",0
official26_common_minus71.json,10,32464,"2,7,9,12,17,27",0
official26_common_minus71.json,10,24081,"7,9,11,14",0
official26_common_minus71.json,10,11261,"18,19,27",0
official26_common_minus71.json,10,53404,"4,9,11",0
official26_common_minus71.json,10,17008,"1,7,17,70",0
official26_common_minus71.json,10,7282,"4,5,6,9,14,20,23,32,34",0
official26_common_minus71.json,10,31818,"9,20,32",0
official26_common_minus71.json,10,931,"1,4,5,6,9,14,25,27,32",0
official26_common_minus71.json,10,32238,"2,14,18,27",0
official26_common_minus71.json,10,9182,"2,10,27,69",1
official26_common_minus71.json,10,45029,"2,10,69",1
official26_common_minus71.json,10,12645,"5,14,20",0
official26_common_minus71.json,10,31300,"2,10,69",1
official26_common_minus71.json,10,32449,"1,2,18,27,69",0
official26_common_minus71.json,10,999,"2,10,69",1
official26_common_minus71.json,10,15133,"14,20,32,69",0
official26_common_minus71.json,10,6533,"1,2,14,19,27,32",0
official26_common_minus71.json,10,24061,"2,10,69",1
official26_common_minus71.json,10,45286,"4,5,6,9,11,14,17,32,70",0
official26_common_minus71.json,10,52107,"11,12,17,27",0
official26_common_minus71.json,10,20673,"7,11,14",0
official26_common_minus71.json,10,32381,"9,14,20,32",0
official26_common_minus71.json,10,29457,"2,10,69",1
official26_common_minus71.json,10,37150,"2,10,69",1
official26_common_minus71.json,10,18947,"2,10,27,69",1
official26_common_minus71.json,10,45219,"18,25,27",0
official26_common_minus71.json,10,5466,"7,17,70",0
official26_common_minus71.json,10,26798,"7,9,11",0
official26_common_minus71.json,10,46021,"9,11,20,27,32",0
official26_common_minus71.json,10,40980,"10,27,69",1
official26_common_minus71.json,10,30650,"4,14,34",0
official26_common_minus71.json,10,17184,"9,11,12,17",0
official26_common_minus71.json,10,26057,"1,20,27",0
official26_common_minus71.json,10,5197,"5,14,34",0
official26_common_minus71.json,10,32835,"1,10,69",0
official26_common_minus71.json,10,20472,"1,7,17,70",0
official26_common_minus71.json,10,40995,"9,14,18,19,27,32",0
official26_common_minus71.json,10,41777,"14,27,32,69",0
official26_common_minus71.json,10,52601,"1,2,10,69",0
official26_common_minus71.json,10,22622,"4,9,32",0
official26_common_minus71.json,10,14338,"9,14,27,32",0
official26_common_minus71.json,10,46223,"2,10,69",1
official26_common_minus71.json,10,22355,"1,2,10,11,69",0
official26_common_minus71.json,10,17969,"4,9,11,12,14,19",0
official26_common_minus71.json,10,24199,"4,7,11",0
official26_common_minus71.json,10,51795,"5,9,14,32",0
official26_common_minus71.json,10,15684,"14,32,69",0
official26_common_minus71.json,10,45658,"14,15,19,23,32,34,50",0
official26_common_minus71.json,10,26819,"9,12,14",0
official26_common_minus71.json,10,20586,"18,27,69",0
official26_common_minus71.json,10,29609,"4,5,6,14,19,20,27,32,34",0
official26_common_minus71.json,10,25476,"1,10,69",0
official26_common_minus71.json,10,51284,"4,14,20,32",0
official26_common_minus71.json,10,2808,"2,9,11,12,14,18,32",0
official26_common_minus71.json,10,19718,"9,12,14,19,32",0
official26_common_minus71.json,10,41827,"18,27,69",0
official26_common_minus71.json,10,46410,"14,18,19,25,27",0
official26_common_minus71.json,10,35636,"5,9,32",0
official26_common_minus71.json,10,39327,"18,19,27,69",0
official26_common_minus71.json,10,12798,"7,9,17",0
official26_common_minus71.json,10,32374,"1,2,10,69",0
official26_common_minus71.json,10,36030,"14,27,69",0
official26_common_minus71.json,10,16365,"1,4,5,9,14,20,27,32,70",0
official26_common_minus71.json,10,42220,"2,10,69",1
official26_common_minus71.json,10,50326,"12,14,20",0
official26_common_minus71.json,10,15563,"4,6,11,20",0
official26_common_minus71.json,10,4804,"4,5,6,11,14,32,70",0
official26_common_minus71.json,10,5355,"4,5,20,32",0
official26_common_minus71.json,10,3622,"4,6,32",0
official26_common_minus71.json,10,4099,"15,19,25",0
official26_common_minus71.json,10,50485,"1,2,10",0
official26_common_minus71.json,10,24813,"2,10,69",1
official26_common_minus71.json,10,18576,"2,4,6,7,9,11,27,37",0
official26_common_minus71.json,10,51054,"2,10,69",1
official26_common_minus71.json,10,10622,"4,6,14",0
official26_common_minus71.json,10,39394,"1,10,69",0
official26_common_minus71.json,10,39906,"4,5,6,9,11",0
official26_common_minus71.json,10,770,"2,10,69",1
official26_common_minus71.json,10,24900,"2,10,17",0
official26_common_minus71.json,10,31657,"18,25,27",0
official26_common_minus71.json,10,55314,"4,5,6,9,20,32",0
official26_common_minus71.json,10,45782,"2,10,69",1
official26_common_minus71.json,10,28205,"18,19,25,27,32",0
official26_common_minus71.json,10,7540,"12,18,27",0
official26_common_minus71.json,10,33287,"2,10,69",1
official26_common_minus71.json,10,54171,"9,11,14",0
official26_common_minus71.json,10,35933,"14,15,19,32,69",0
official26_common_minus71.json,10,39635,"1,4,9,11,12,14",0
official26_common_minus71.json,10,43199,"4,5,6,9,11,14",0
official26_common_minus71.json,10,11413,"1,2,10,69",0
official26_common_minus71.json,10,46873,"14,27,32",0
official26_common_minus71.json,10,23617,"2,10,69",1
official26_common_minus71.json,10,28601,"14,19,27,32",0
official26_common_minus71.json,10,45718,"1,2,10,69",0
official26_common_minus71.json,10,24191,"4,5,6,9,11,32,34",0
official26_common_minus71.json,10,32902,"14,18,19,27",0
official26_common_minus71.json,10,37540,"18,27,69",0
official26_common_minus71.json,10,3113,"4,5,20",0
official26_common_minus71.json,10,35016,"5,6,9",0
official26_common_minus71.json,10,49613,"27,32,69",0
official26_common_minus71.json,10,32868,"2,10,19,27,69",0
official26_common_minus71.json,10,52682,"5,14,19,20",0
official26_common_minus71.json,10,24433,"4,5,32,34",0
official26_common_minus71.json,10,33578,"9,12,20",0
official26_common_minus71.json,10,1252,"4,6,9,11,14,17,20,32,70",0
official26_common_minus71.json,10,38870,"14,27,32",0
official26_common_minus71.json,10,7238,"2,17,27",0
official26_common_minus71.json,10,53204,"6,7,9",0
official26_common_minus71.json,10,6194,"2,4,9,12,14",0
official26_common_minus71.json,10,17380,"10,27,69",1
official26_common_minus71.json,10,42676,"5,6,14,32",0
official26_common_minus71.json,10,36942,"4,6,9,11,14,17",0
official26_common_minus71.json,10,17656,"2,10,69",1
official26_common_minus71.json,10,20109,"4,5,9,11,14,19,20,27,32,34",0
official26_common_minus71.json,10,23266,"9,11,20",0
official26_common_minus71.json,10,20417,"5,14,18,19,25,27,32,69",0
official26_common_minus71.json,10,15819,"14,19,32",0
official26_common_minus71.json,10,9103,"1,2,10,69",0
official26_common_minus71.json,10,4876,"2,10,69",1
official26_common_minus71.json,10,44387,"4,5,6,9,14,34",0
official26_common_minus71.json,10,27818,"1,4,7,11,12,14,19,27,32,69",0
official26_common_minus71.json,10,12695,"18,27,32,69",0
official26_common_minus71.json,10,25869,"4,5,6,7,9,11,14,34",0
official26_common_minus71.json,10,48089,"4,9,11",0
official26_common_minus71.json,10,1261,"9,11,12,14,70",0
official26_common_minus71.json,10,53966,"4,9,14,17",0
official26_common_minus71.json,10,5959,"2,10,17,69",0
official26_common_minus71.json,10,25795,"14,27,32",0
official26_common_minus71.json,10,37798,"1,2,10",0
official26_common_minus71.json,10,33540,"5,9,11,14,20,27,32",0
official26_common_minus71.json,10,22806,"4,9,11,14,17,20,27,32",0
official26_common_minus71.json,10,27561,"4,6,7,9",0
official26_common_minus71.json,10,12011,"2,10,69",1
official26_common_minus71.json,10,17051,"4,5,6,9,11,14,70",0
official26_common_minus71.json,10,32400,"2,10,69",1
official26_common_minus71.json,10,13153,"4,9,20,27,32",0
official26_common_minus71.json,10,22656,"9,12,14,27,32,69",0
official26_common_minus71.json,10,49749,"1,4,7,9,11",0
official26_common_minus71.json,10,2333,"4,5,6,7,9,11,14,32,70",0
official26_common_minus71.json,10,17540,"9,14,19,27,32",0
official26_common_minus71.json,10,27052,"9,14,32,69",0
official26_common_minus71.json,10,50746,"4,5,9,11,14,27,32",0
official26_common_minus71.json,10,24075,"4,12,14,20,32,70",0
official26_common_minus71.json,10,26670,"5,9,32",0
official26_common_minus71.json,10,50870,"4,5,9,27,32",0
official26_common_minus71.json,10,14386,"2,10,69",1
official26_common_minus71.json,10,28446,"14,32,69",0
official26_common_minus71.json,10,38852,"2,14,27,32",0
official26_common_minus71.json,10,52363,"4,5,6,9,11,14,20,32",0
official26_common_minus71.json,10,10206,"18,27,69",0
official26_common_minus71.json,10,25957,"1,14,19,27,32,69",0
official26_common_minus71.json,10,38135,"5,6,14,25",0
official26_common_minus71.json,10,51601,"1,17,70",0
official26_common_minus71.json,10,22376,"9,14,27",0
official26_common_minus71.json,10,17707,"11,14,32,69",0
official26_common_minus71.json,10,25786,"14,20,27,32",0
official26_common_minus71.json,10,18603,"2,10,27,69",1
official26_common_minus71.json,10,25047,"1,17,70",0
official26_common_minus71.json,10,1965,"14,18,27,32,69",0
official26_common_minus71.json,10,22895,"1,2,7,10,17,37,69",0
official26_common_minus71.json,10,7959,"5,14,20,32",0
official26_common_minus71.json,10,45054,"1,2,27",0
official26_common_minus71.json,10,22814,"1,2,69",0
official26_common_minus71.json,10,33586,"2,18,27",0
official26_common_minus71.json,10,55305,"1,2,10,11,69",0
official26_common_minus71.json,10,31980,"4,5,6,9,14,19,20,27,32",0
official26_common_minus71.json,10,44636,"1,2,10,69",0
official26_common_minus71.json,10,8921,"1,14,27,32",0
official26_common_minus71.json,10,46790,"2,10,69",1
official26_common_minus71.json,10,15862,"4,5,6,7,9,11,14,17",0
official26_common_minus71.json,10,10224,"4,9,11,14,20,27,32,34",0
official26_common_minus71.json,10,48749,"5,9,14,20,32,34",0
official26_common_minus71.json,10,3186,"1,10,69",0
official26_common_minus71.json,10,10433,"1,11,12,14,19,27,32,70",0
official26_common_minus71.json,10,24298,"6,9,11,17,18,19,20",0
official26_common_minus71.json,10,51167,"1,2,10,69",0
official26_common_minus71.json,10,32579,"2,10,69",1
official26_common_minus71.json,10,22215,"2,10,69",1
official26_common_minus71.json,10,15093,"10,27,69",1
official26_common_minus71.json,10,21005,"4,5,9,11",0
official26_common_minus71.json,10,39403,"18,27,69",0
official26_common_minus71.json,10,26464,"15,18,25,27",0
official26_common_minus71.json,10,30467,"1,2,10,69",0
official26_common_minus71.json,10,27150,"2,10,69",1
official26_common_minus71.json,10,24917,"4,9,69",0
official26_common_minus71.json,10,45565,"12,14,32",0
official26_common_minus71.json,10,2229,"4,5,9,14,18,32,34",0
official26_common_minus71.json,10,8410,"9,12,14",0
official26_common_minus71.json,10,13397,"1,2,10,27,69",0
official26_common_minus71.json,10,15947,"9,11,20",0
official26_common_minus71.json,10,48683,"1,4,5,9,11,14,20,27,32",0
official26_common_minus71.json,10,50295,"1,2,10,11,69",0
official26_common_minus71.json,10,29011,"1,2,10",0
official26_common_minus71.json,10,25889,"2,10,69",1
official26_common_minus71.json,10,46615,"1,17,70",0
official26_common_minus71.json,10,6128,"2,10,69",1
official26_common_minus71.json,10,45769,"1,14,18,27",0
official26_common_minus71.json,10,16640,"5,9,11,14,27,32",0
official26_common_minus71.json,10,21426,"1,2,7,10,17,69",0
official26_common_minus71.json,10,48759,"9,14,20",0
official26_common_minus71.json,10,28052,"1,2,10,11",0
official26_common_minus71.json,10,8223,"1,4,5,6,9,14,32",0
official26_common_minus71.json,10,22572,"1,10,27,69",0
official26_common_minus71.json,10,28235,"19,27,32",0
official26_common_minus71.json,10,2791,"14,27,32",0
official26_common_minus71.json,10,38434,"2,10,69",1
official26_common_minus71.json,10,1178,"4,9,14,18,20,69",0
official26_common_minus71.json,10,15288,"1,2,10,69",0
official26_common_minus71.json,10,12775,"4,5,6,11,14,25,34",0
official26_common_minus71.json,10,11757,"7,9,11,14",0
official26_common_minus71.json,10,42776,"2,10,69",1
official26_common_minus71.json,10,45187,"5,14,20",0
official26_common_minus71.json,10,32502,"2,10,69",1
official26_common_minus71.json,10,15729,"4,5,6",0
official26_common_minus71.json,10,41528,"5,9,11,14,19,20,23,25,27,32",0
official26_common_minus71.json,10,27167,"2,10,69",1
official26_common_minus71.json,10,47076,"2,10,69",1
official26_common_minus71.json,10,5849,"5,6,9,14,20,32",0
official26_common_minus71.json,10,29261,"18,25,27,69",0
official26_common_minus71.json,10,13254,"2,10,69",1
official26_common_minus71.json,10,28229,"2,10,69",1
official26_common_minus71.json,10,48054,"11,14,18,19,25,27,32",0
official26_common_minus71.json,10,53344,"15,25,32",0
official26_common_minus71.json,10,23349,"2,10,69",1
official26_common_minus71.json,10,30162,"9,11,14",0
official26_common_minus71.json,10,5439,"9,12,14",0
official26_common_minus71.json,10,54115,"1,14,18,27",0
official26_common_minus71.json,10,14921,"9,11,37",0
official26_common_minus71.json,10,46592,"14,18,20,32",0
official26_common_minus71.json,10,32637,"1,2,10,69",0
official26_common_minus71.json,10,28378,"5,7,9,11,14,17,37,70",0
official26_common_minus71.json,10,33141,"2,7,9,11,12,17,18,32,69",0
official26_common_minus71.json,10,42720,"11,14,32,69",0
official26_common_minus71.json,10,20685,"2,10,11,69",0
official26_common_minus71.json,10,28011,"14,27,32",0
official26_common_minus71.json,10,22683,"4,5,6,7,9,11,14",0
official26_common_minus71.json,10,31491,"9,12,14",0
official26_common_minus71.json,10,45339,"18,19,23",0
official26_common_minus71.json,10,17019,"9,11,14,70",0
official26_common_minus71.json,10,34034,"14,27,32",0
official26_common_minus71.json,10,15377,"9,12,14",0
official26_common_minus71.json,10,28594,"1,7,17,70",0
official26_common_minus71.json,10,14880,"9,14,19,20,32",0
official26_common_minus71.json,10,34149,"14,32,69",0
official26_common_minus71.json,10,24042,"1,17,70",0
official26_common_minus71.json,10,37286,"1,2,7,9,12,17,27,69,70",0
official26_common_minus71.json,10,24027,"4,12,17",0
official26_common_minus71.json,10,55242,"1,7,9,17",0
official26_common_minus71.json,10,48046,"14,20,32",0
official26_common_minus71.json,10,11686,"1,2,10,69",0
official26_common_minus71.json,10,8221,"9,11,14",0
official26_common_minus71.json,10,45,"2,10,69",1
official26_common_minus71.json,10,5557,"2,10,69",1
official26_common_minus71.json,10,24264,"5,14,20",0
official26_common_minus71.json,10,4016,"12,14,32",0
official26_common_minus71.json,10,47494,"15,19,25,34,50",0
official26_common_minus71.json,10,37949,"4,7,9,11,17,27",0
official26_common_minus71.json,10,13313,"9,11,14,20",0
official26_common_minus71.json,10,41841,"2,10,69",1
official26_common_minus71.json,10,6138,"9,14,27",0
official26_common_minus71.json,10,12331,"14,18,27,69",0
official26_common_minus71.json,10,40509,"14,27,32,69",0
official26_common_minus71.json,10,5857,"14,18,19,27,69",0
official26_common_minus71.json,10,53266,"2,10,69",1
official26_common_minus71.json,10,6404,"4,5,6,9,14,15,20,27,32",0
official26_common_minus71.json,10,51199,"2,10,69",1
official26_common_minus71.json,10,40504,"2,14,23,27,32",0
official26_common_minus71.json,10,29860,"1,17,70",0
official26_common_minus71.json,10,2098,"9,12,14",0
official26_common_minus71.json,10,18132,"1,2,10,69",0
official26_common_minus71.json,10,23915,"9,12,14",0
official26_common_minus71.json,10,38794,"4,6,9,11,20,32,34",0
official26_common_minus71.json,10,7212,"4,5,9,11,14",0
official26_common_minus71.json,10,39829,"4,5,7,11,14",0
official26_common_minus71.json,10,49073,"1,2,7,17",0
official26_common_minus71.json,10,13576,"1,14,18,27,69",0
official26_common_minus71.json,10,28518,"9,11,14,27",0
official26_common_minus71.json,10,19122,"18,27,32",0
official26_common_minus71.json,10,2938,"1,7,17,27,70",0
official26_common_minus71.json,10,1257,"4,7,9,11,14",0
official26_common_minus71.json,10,9625,"18,27,69",0
official26_common_minus71.json,10,30474,"2,10,69",1
official26_common_minus71.json,10,17660,"4,5,9,11,14,20,27,32,34",0
official26_common_minus71.json,10,20929,"14,20,32",0
official26_common_minus71.json,10,13544,"9,14,27",0
official26_common_minus71.json,10,18365,"14,27,32,69",0
official26_common_minus71.json,10,42009,"2,10,69",1
official26_common_minus71.json,10,20443,"5,9,11,70",0
official26_common_minus71.json,10,23695,"2,7,9,11,12,14,17,27,32",0
official26_common_minus71.json,10,27090,"4,5,6,9,14,34",0
official26_common_minus71.json,10,9786,"4,5,6,9,11,14,34",0
official26_common_minus71.json,10,51230,"14,20,32",0
official26_common_minus71.json,10,4998,"5,9,14,19,20,32",0
official26_common_minus71.json,10,15180,"4,5,6,9,11,20,27,32,70",0
official26_common_minus71.json,10,31766,"1,10,69",0
official26_common_minus71.json,10,2619,"2,10,69",1
official26_common_minus71.json,10,37640,"14,19,25,27,32",0
official26_common_minus71.json,10,19827,"4,7,11,14",0
official26_common_minus71.json,10,25579,"18,27,69",0
official26_common_minus71.json,10,4261,"18,27,69",0
official26_common_minus71.json,10,23713,"1,2,7,9,17,19,27,69,70",0
official26_common_minus71.json,10,26478,"5,9,11,14",0
official26_common_minus71.json,10,52918,"1,27,70",0
official26_common_minus71.json,10,23858,"2,7,11",0
official26_common_minus71.json,10,45495,"5,6,7",0
official26_common_minus71.json,10,837,"15,19,27,32",0
official26_common_minus71.json,10,17987,"2,10,69",1
official26_common_minus71.json,10,49197,"4,5,6,9,11,14,37",0
official26_common_minus71.json,10,10735,"4,5,11,14,20",0
official26_common_minus71.json,10,44422,"18,27,69",0
official26_common_minus71.json,10,25002,"2,9,14,19,69",0
official26_common_minus71.json,10,12865,"18,27,32,69",0
official26_common_minus71.json,10,54472,"5,6,11",0
official26_common_minus71.json,10,3490,"9,12,14,37",0
official26_common_minus71.json,10,53376,"6,9,11,20,34",0
official26_common_minus71.json,10,1038,"14,27,32",0
official26_common_minus71.json,10,50433,"2,10,69",1
official26_common_minus71.json,10,33824,"1,7,17,70",0
official26_common_minus71.json,10,23449,"1,10,69",0
official26_common_minus71.json,10,22796,"4,5,9,14",0
official26_common_minus71.json,10,29020,"18,27,32",0
official26_common_minus71.json,10,23904,"4,5,9,11,14,20,27,32",0
official26_common_minus71.json,10,34527,"9,12,14",0
official26_common_minus71.json,10,8701,"18,27,69",0
official26_common_minus71.json,10,19033,"18,27,69",0
official26_common_minus71.json,10,21075,"1,2,17,27,32,69",0
official26_common_minus71.json,10,5226,"4,5,6,11,14,19,20,25,32,34",0
official26_common_minus71.json,10,1532,"5,9,14,27",0
