bin_center,accepted_index,receiver,seed,theta_radians,dx_m,dy_m
0.3,2,9,6702,0.21627771487413164,4883.514998073249,1072.9777554048494
0.3,2,11,6702,2.1676031679784478,-2810.0208577957137,4135.671986358812
0.3,2,15,6702,1.015049348880556,2637.890049958401,4247.532940935298
0.3,2,20,6702,6.10921337240955,4924.525065041515,-865.4784132362101
0.3,2,23,6702,3.571863376650989,-4544.2642991350685,-2085.5843257002257
0.3,2,25,6702,3.736178638341402,-4141.902435141413,-2800.8292018203524
0.3,2,70,6702,3.9605167529352863,-3415.0372627794177,-3652.0570222585598
0.3,3,1,6703,0.18361621591698074,4915.949258712532,912.9309315406624
0.3,3,5,6703,3.473640548010743,-4726.883771464449,-1629.8987119039114
0.3,3,9,6703,4.872884715825448,799.0379528506991,-4935.740911950724
0.3,3,10,6703,2.2438655699355903,-3116.943988052909,3909.5600999781077
0.3,3,15,6703,2.3072202521605907,-3358.2139353944062,3704.3756780492463
0.3,3,17,6703,4.421253702703136,-1435.1995674049444,-4789.593114422211
0.3,3,18,6703,6.010561325874289,4815.338404761655,-1346.2971617096575
0.3,3,25,6703,0.889765592092903,3147.9708052092924,3884.620935117088
0.3,3,35,6703,5.356020592847776,3000.5219891309143,-3999.60845492929
0.3,3,37,6703,5.962644875977391,4745.326389432772,-1575.3975554611388
0.3,4,2,6704,5.052593126888554,1668.3977262963836,-4713.432828299249
0.3,4,4,6704,4.41249177138195,-1477.1100255492252,-4776.8343044763415
0.3,4,5,6704,5.977550556623628,4768.2807458210345,-1504.4928477837325
0.3,4,7,6704,5.272831516997127,2657.8054365097464,-4235.099793589195
0.3,4,20,6704,3.443236198181711,-4774.247492055467,-1485.4497246968954
0.3,4,32,6704,5.079626163610229,1795.1910273974443,-4666.614316091668
0.3,4,33,6704,1.7287384747508716,-786.4315151421466,4937.765230546226
0.3,5,5,6705,2.6294728289856075,-4358.538486877162,2450.1310696390387
0.3,5,9,6705,0.6529076869891564,3971.603715453208,3037.493033308599
0.3,5,11,6705,1.1435245167965071,2071.947114236695,4550.4983414793405
0.3,5,14,6705,1.8512673599818297,-1384.0415344773735,4804.625795089719
0.3,5,15,6705,3.863778203599019,-3751.814082822575,-3305.131024321759
0.3,5,23,6705,0.2126004759414297,4887.4275671391415,1055.0126899560844
0.3,5,25,6705,1.5170507779433562,268.5983891637423,4992.780278095426
0.3,6,10,6706,4.9770371693721795,1307.8486088912146,-4825.922918595086
0.3,6,11,6706,4.22420421644572,-2345.117356263719,-4415.928507726395
0.3,6,12,6706,0.715581453606817,3773.559512386562,3280.281787663507
0.3,6,25,6706,0.8808462000521977,3182.493584396964,3856.3888011029394
0.3,6,32,6706,4.0207691236920455,-3188.928272892742,-3851.0695229176677
0.3,6,35,6706,3.7598661766629373,-4074.4019349494997,-2898.145764532863
0.3,6,37,6706,4.708693511361585,-18.477303059600956,-4999.965858810602
0.3,6,41,6706,4.571234141448598,-703.4328066329427,-4950.270930621121
0.3,6,69,6706,1.3513852018119907,1088.2745182438578,4880.128950441894
0.3,7,2,6707,3.7483775213825288,-4107.428114579084,-2851.14613507714
0.3,7,6,6707,5.675666610504859,4105.33475545128,-2854.159516509857
0.3,7,10,6707,2.869462944477055,-4816.003253778901,1343.9169094817723
0.3,7,15,6707,4.775228467348387,313.9906917782151,-4990.131245315762
0.3,7,20,6707,4.404448973452445,-1515.4809500498257,-4764.799837352675
0.3,7,35,6707,4.009064987283258,-3233.782268777033,-3813.482953697743
0.3,7,69,6707,0.7938749452693239,3505.437291526878,3565.3764731333354
0.4,0,1,6700,2.4536306346723125,-3862.708316007621,3174.820383178483
0.4,0,5,6700,3.450788535513345,-4762.892825654959,-1521.4637463063414
0.4,0,7,6700,3.0025210168086827,-4951.725580881117,693.1188726672791
0.4,0,9,6700,4.4324791491150535,-1381.3449514605434,-4805.401765209072
0.4,0,17,6700,4.1710293274105785,-2576.5085111153203,-4285.044211224701
0.4,0,18,6700,6.06229162528091,4878.510158919907,-1095.5083885188944
0.4,0,25,6700,5.157299151766627,2151.8839914778764,-4513.246645954689
0.4,0,27,6700,4.456683990767184,-1264.6376923514126,-4837.426124199117
0.4,0,34,6700,4.777205428860283,323.8553691665271,-4989.500746553908
0.4,0,41,6700,2.3597464105294823,-3548.069511941909,3522.9536951865125
0.4,0,70,6700,2.7128013126648836,-4547.3447014820285,2078.859342500911
0.4,1,1,6701,4.641857268259562,-352.3662369388247,-4987.568348911679
0.4,1,9,6701,1.5060359338041505,323.5756797743703,4989.5188925845905
0.4,1,10,6701,6.201094512943954,4983.162212619644,-409.9931252102855
0.4,1,12,6701,1.1369691635517485,2101.732506282587,4536.818320368925
0.4,1,19,6701,6.031140377041543,4842.022361909227,-1246.9239939831907
0.4,1,23,6701,3.593354940144246,-4498.395852994307,-2182.7585184265404
0.4,1,25,6701,3.3703924855930665,-4869.696525156942,-1134.0439818959426
0.4,1,27,6701,1.1676108759345951,1961.7517807562842,4599.079250317344
0.4,1,32,6701,5.920342302075065,4674.457626549509,-1774.667827395632
0.4,1,35,6701,2.7685043206881743,-4656.0305618632565,1822.4652004895245
0.4,1,37,6701,4.3365029254350995,-1835.4843304156686,-4650.91359549912
0.4,1,41,6701,6.035557998424838,4847.483535218703,-1225.5216749546244
0.4,2,2,6702,0.9926755655574269,2732.2552849923613,4187.455200671561
0.4,2,4,6702,3.1457381043401385,-4999.9570381567155,-20.727194386290236
0.4,2,6,6702,0.21627771487413164,4883.514998073249,1072.9777554048494
0.4,2,7,6702,2.1676031679784478,-2810.0208577957137,4135.671986358812
0.4,2,12,6702,1.015049348880556,2637.890049958401,4247.532940935298
0.4,2,15,6702,6.10921337240955,4924.525065041515,-865.4784132362101
0.4,2,25,6702,3.571863376650989,-4544.2642991350685,-2085.5843257002257
0.4,2,27,6702,3.736178638341402,-4141.902435141413,-2800.8292018203524
0.4,2,33,6702,3.9605167529352863,-3415.0372627794177,-3652.0570222585598
0.4,2,37,6702,4.525272324801386,-930.1332870805386,-4912.723487869509
0.4,2,69,6702,4.721077555378573,43.44232837803611,-4999.811272848716
0.4,2,70,6702,2.0170183798292447,-2157.8029835152606,4510.4197459141915
0.4,2,71,6702,5.985088198127382,4779.4855093953665,-1468.5088578145233
0.4,3,5,6703,0.18361621591698074,4915.949258712532,912.9309315406624
0.4,3,6,6703,3.473640548010743,-4726.883771464449,-1629.8987119039114
0.4,3,10,6703,4.872884715825448,799.0379528506991,-4935.740911950724
0.4,3,12,6703,2.2438655699355903,-3116.943988052909,3909.5600999781077
0.4,3,14,6703,2.3072202521605907,-3358.2139353944062,3704.3756780492463
0.4,3,15,6703,4.421253702703136,-1435.1995674049444,-4789.593114422211
0.4,3,17,6703,6.010561325874289,4815.338404761655,-1346.2971617096575
0.4,3,19,6703,0.889765592092903,3147.9708052092924,3884.620935117088
0.4,3,50,6703,5.356020592847776,3000.5219891309143,-3999.60845492929
0.4,3,69,6703,5.962644875977391,4745.326389432772,-1575.3975554611388
0.4,3,70,6703,5.79440902741994,4414.540561242991,-2347.729037419016
0.4,3,71,6703,3.8760520622189585,-3710.965793092273,-3350.9301518382977
0.4,4,1,6704,5.052593126888554,1668.3977262963836,-4713.432828299249
0.4,4,2,6704,4.41249177138195,-1477.1100255492252,-4776.8343044763415
0.4,4,5,6704,5.977550556623628,4768.2807458210345,-1504.4928477837325
0.4,4,9,6704,5.272831516997127,2657.8054365097464,-4235.099793589195
0.4,4,14,6704,3.443236198181711,-4774.247492055467,-1485.4497246968954
0.4,4,15,6704,5.079626163610229,1795.1910273974443,-4666.614316091668
0.4,4,17,6704,1.7287384747508716,-786.4315151421466,4937.765230546226
0.4,4,19,6704,5.288654694053689,2724.482659740326,-4192.51645635104
0.4,4,33,6704,2.47764341218667,-3937.823653913738,3081.15966328872
0.4,4,50,6704,6.096368067967119,4913.00176478533,-928.6622955715559
0.4,5,1,6705,2.6294728289856075,-4358.538486877162,2450.1310696390387
0.4,5,2,6705,0.6529076869891564,3971.603715453208,3037.493033308599
0.4,5,9,6705,1.1435245167965071,2071.947114236695,4550.4983414793405
0.4,5,12,6705,1.8512673599818297,-1384.0415344773735,4804.625795089719
0.4,5,18,6705,3.863778203599019,-3751.814082822575,-3305.131024321759
0.4,5,19,6705,0.2126004759414297,4887.4275671391415,1055.0126899560844
0.4,5,20,6705,1.5170507779433562,268.5983891637423,4992.780278095426
0.4,5,32,6705,0.13499304019170827,4954.511339516557,672.9170726039373
0.4,5,33,6705,3.4123921173553167,-4817.78673138242,-1337.5092563849805
0.4,5,35,6705,2.4361263786320557,-3806.546535173298,3241.9443973578823
0.4,5,37,6705,2.456952192432282,-3873.2323377770144,3161.972684511744
0.4,5,70,6705,3.901148069409419,-3625.7111133653425,-3442.995632065055
0.4,6,5,6706,4.9770371693721795,1307.8486088912146,-4825.922918595086
0.4,6,7,6706,4.22420421644572,-2345.117356263719,-4415.928507726395
0.4,6,9,6706,0.715581453606817,3773.559512386562,3280.281787663507
0.4,6,12,6706,0.8808462000521977,3182.493584396964,3856.3888011029394
0.4,6,15,6706,4.0207691236920455,-3188.928272892742,-3851.0695229176677
0.4,6,18,6706,3.7598661766629373,-4074.4019349494997,-2898.145764532863
0.4,6,19,6706,4.708693511361585,-18.477303059600956,-4999.965858810602
0.4,6,20,6706,4.571234141448598,-703.4328066329427,-4950.270930621121
0.4,6,23,6706,1.3513852018119907,1088.2745182438578,4880.128950441894
0.4,6,25,6706,5.531280932076988,3651.947234937858,-3415.1546660773265
0.4,6,27,6706,0.654136650417303,3967.867749284045,3042.3716939571277
0.4,6,34,6706,5.615771798321063,3927.1260849366913,-3094.782821622515
0.4,7,1,6707,3.7483775213825288,-4107.428114579084,-2851.14613507714
0.4,7,4,6707,5.675666610504859,4105.33475545128,-2854.159516509857
0.4,7,7,6707,2.869462944477055,-4816.003253778901,1343.9169094817723
0.4,7,18,6707,4.775228467348387,313.9906917782151,-4990.131245315762
0.4,7,20,6707,4.404448973452445,-1515.4809500498257,-4764.799837352675
0.4,7,23,6707,4.009064987283258,-3233.782268777033,-3813.482953697743
0.4,7,27,6707,0.7938749452693239,3505.437291526878,3565.3764731333354
0.4,7,69,6707,6.0336385279542615,4845.122254045894,-1234.8240131084417
0.5,0,1,6700,2.4536306346723125,-3862.708316007621,3174.820383178483
0.5,0,6,6700,3.450788535513345,-4762.892825654959,-1521.4637463063414
0.5,0,14,6700,3.0025210168086827,-4951.725580881117,693.1188726672791
0.5,0,17,6700,4.4324791491150535,-1381.3449514605434,-4805.401765209072
0.5,0,18,6700,4.1710293274105785,-2576.5085111153203,-4285.044211224701
0.5,0,25,6700,6.06229162528091,4878.510158919907,-1095.5083885188944
0.5,0,27,6700,5.157299151766627,2151.8839914778764,-4513.246645954689
0.5,0,32,6700,4.456683990767184,-1264.6376923514126,-4837.426124199117
0.5,0,34,6700,4.777205428860283,323.8553691665271,-4989.500746553908
0.5,0,41,6700,2.3597464105294823,-3548.069511941909,3522.9536951865125
0.5,0,69,6700,2.7128013126648836,-4547.3447014820285,2078.859342500911
0.5,0,71,6700,3.5118330115085548,-4661.202007715388,-1809.1975688879406
0.5,1,2,6701,4.641857268259562,-352.3662369388247,-4987.568348911679
0.5,1,4,6701,1.5060359338041505,323.5756797743703,4989.5188925845905
0.5,1,9,6701,6.201094512943954,4983.162212619644,-409.9931252102855
0.5,1,11,6701,1.1369691635517485,2101.732506282587,4536.818320368925
0.5,1,12,6701,6.031140377041543,4842.022361909227,-1246.9239939831907
0.5,1,14,6701,3.593354940144246,-4498.395852994307,-2182.7585184265404
0.5,1,19,6701,3.3703924855930665,-4869.696525156942,-1134.0439818959426
0.5,1,20,6701,1.1676108759345951,1961.7517807562842,4599.079250317344
0.5,1,32,6701,5.920342302075065,4674.457626549509,-1774.667827395632
0.5,1,37,6701,2.7685043206881743,-4656.0305618632565,1822.4652004895245
0.5,1,41,6701,4.3365029254350995,-1835.4843304156686,-4650.91359549912
0.5,1,50,6701,6.035557998424838,4847.483535218703,-1225.5216749546244
0.5,2,1,6702,0.9926755655574269,2732.2552849923613,4187.455200671561
0.5,2,4,6702,3.1457381043401385,-4999.9570381567155,-20.727194386290236
0.5,2,11,6702,0.21627771487413164,4883.514998073249,1072.9777554048494
0.5,2,14,6702,2.1676031679784478,-2810.0208577957137,4135.671986358812
0.5,2,15,6702,1.015049348880556,2637.890049958401,4247.532940935298
0.5,2,18,6702,6.10921337240955,4924.525065041515,-865.4784132362101
0.5,2,19,6702,3.571863376650989,-4544.2642991350685,-2085.5843257002257
0.5,2,20,6702,3.736178638341402,-4141.902435141413,-2800.8292018203524
0.5,2,23,6702,3.9605167529352863,-3415.0372627794177,-3652.0570222585598
0.5,2,25,6702,4.525272324801386,-930.1332870805386,-4912.723487869509
0.5,2,37,6702,4.721077555378573,43.44232837803611,-4999.811272848716
0.5,2,69,6702,2.0170183798292447,-2157.8029835152606,4510.4197459141915
0.5,3,1,6703,0.18361621591698074,4915.949258712532,912.9309315406624
0.5,3,5,6703,3.473640548010743,-4726.883771464449,-1629.8987119039114
0.5,3,10,6703,4.872884715825448,799.0379528506991,-4935.740911950724
0.5,3,11,6703,2.2438655699355903,-3116.943988052909,3909.5600999781077
0.5,3,17,6703,2.3072202521605907,-3358.2139353944062,3704.3756780492463
0.5,3,25,6703,4.421253702703136,-1435.1995674049444,-4789.593114422211
0.5,3,27,6703,6.010561325874289,4815.338404761655,-1346.2971617096575
0.5,3,32,6703,0.889765592092903,3147.9708052092924,3884.620935117088
0.5,3,50,6703,5.356020592847776,3000.5219891309143,-3999.60845492929
0.5,3,69,6703,5.962644875977391,4745.326389432772,-1575.3975554611388
0.5,3,70,6703,5.79440902741994,4414.540561242991,-2347.729037419016
0.5,3,71,6703,3.8760520622189585,-3710.965793092273,-3350.9301518382977
0.5,4,2,6704,5.052593126888554,1668.3977262963836,-4713.432828299249
0.5,4,6,6704,4.41249177138195,-1477.1100255492252,-4776.8343044763415
0.5,4,7,6704,5.977550556623628,4768.2807458210345,-1504.4928477837325
0.5,4,9,6704,5.272831516997127,2657.8054365097464,-4235.099793589195
0.5,4,10,6704,3.443236198181711,-4774.247492055467,-1485.4497246968954
0.5,4,11,6704,5.079626163610229,1795.1910273974443,-4666.614316091668
0.5,4,15,6704,1.7287384747508716,-786.4315151421466,4937.765230546226
0.5,4,17,6704,5.288654694053689,2724.482659740326,-4192.51645635104
0.5,4,20,6704,2.47764341218667,-3937.823653913738,3081.15966328872
0.5,4,23,6704,6.096368067967119,4913.00176478533,-928.6622955715559
0.5,4,25,6704,1.3944246978029542,877.2932642971261,4922.434004475722
0.5,4,27,6704,2.09372664359125,-2497.1049301497796,4331.797198371787
0.5,4,37,6704,4.715044364891991,13.276906933766815,-4999.982372343154
0.5,4,70,6704,4.275106146636543,-2117.397675262205,-4529.52835125184
0.5,5,6,6705,2.6294728289856075,-4358.538486877162,2450.1310696390387
0.5,5,9,6705,0.6529076869891564,3971.603715453208,3037.493033308599
0.5,5,10,6705,1.1435245167965071,2071.947114236695,4550.4983414793405
0.5,5,12,6705,1.8512673599818297,-1384.0415344773735,4804.625795089719
0.5,5,14,6705,3.863778203599019,-3751.814082822575,-3305.131024321759
0.5,5,15,6705,0.2126004759414297,4887.4275671391415,1055.0126899560844
0.5,5,19,6705,1.5170507779433562,268.5983891637423,4992.780278095426
0.5,5,23,6705,0.13499304019170827,4954.511339516557,672.9170726039373
0.5,5,27,6705,3.4123921173553167,-4817.78673138242,-1337.5092563849805
0.5,5,32,6705,2.4361263786320557,-3806.546535173298,3241.9443973578823
0.5,5,34,6705,2.456952192432282,-3873.2323377770144,3161.972684511744
0.5,5,41,6705,3.901148069409419,-3625.7111133653425,-3442.995632065055
0.5,5,70,6705,5.392019718052856,3142.529264201325,-3889.0242765555317
0.5,6,2,6706,4.9770371693721795,1307.8486088912146,-4825.922918595086
0.5,6,4,6706,4.22420421644572,-2345.117356263719,-4415.928507726395
0.5,6,6,6706,0.715581453606817,3773.559512386562,3280.281787663507
0.5,6,9,6706,0.8808462000521977,3182.493584396964,3856.3888011029394
0.5,6,10,6706,4.0207691236920455,-3188.928272892742,-3851.0695229176677
0.5,6,11,6706,3.7598661766629373,-4074.4019349494997,-2898.145764532863
0.5,6,15,6706,4.708693511361585,-18.477303059600956,-4999.965858810602
0.5,6,17,6706,4.571234141448598,-703.4328066329427,-4950.270930621121
0.5,6,18,6706,1.3513852018119907,1088.2745182438578,4880.128950441894
0.5,6,20,6706,5.531280932076988,3651.947234937858,-3415.1546660773265
0.5,6,23,6706,0.654136650417303,3967.867749284045,3042.3716939571277
0.5,6,34,6706,5.615771798321063,3927.1260849366913,-3094.782821622515
0.5,6,37,6706,4.644844629388755,-337.46501897115826,-4988.598737217776
0.5,6,70,6706,4.3654270642292206,-1700.211681592944,-4702.050641770556
0.5,7,2,6707,3.7483775213825288,-4107.428114579084,-2851.14613507714
0.5,7,5,6707,5.675666610504859,4105.33475545128,-2854.159516509857
0.5,7,12,6707,2.869462944477055,-4816.003253778901,1343.9169094817723
0.5,7,14,6707,4.775228467348387,313.9906917782151,-4990.131245315762
0.5,7,17,6707,4.404448973452445,-1515.4809500498257,-4764.799837352675
0.5,7,18,6707,4.009064987283258,-3233.782268777033,-3813.482953697743
0.5,7,23,6707,0.7938749452693239,3505.437291526878,3565.3764731333354
0.5,7,25,6707,6.0336385279542615,4845.122254045894,-1234.8240131084417
0.5,7,32,6707,3.2972006396936115,-4939.587436085766,-774.9038400109072
0.5,7,35,6707,3.212220247663268,-4987.534540424175,-352.8444530891862
0.5,7,50,6707,1.9529699618371303,-1864.690847880944,4639.280983280603
0.5,7,69,6707,1.0528664008033406,2475.4131229114487,4344.2294910510645
0.5,7,71,6707,0.48405510121252293,4425.5753691137415,2326.861115815417
